id,tweet,tweet_length,tweet_cleaned,tweet_clst
559,"Mitt Romney Supporter: ""You idiot Paultard, help us get<e> Mitt</e> in office, <a>don't waste your vote</a>."" Ron Paul Supporter: http://t.co/LUokgg1j",150,"['Mitt', 'Romney', 'Supporter', 'idiot', 'Paultard', 'help', 'us', 'get', 'Mitt', 'office', 'waste', 'vote', 'Ron', 'Paul', 'Supporter', 'http']",Mitt Romney Supporter You idiot Paultard help us get Mitt in office do n't waste your vote Ron Paul Supporter http t.co/LUokgg1j
560,Everyday Americans reflect on <e>Romney's</e> attempt to <a>hide his real positions</a>: http://t.co/7DOeIp64,109,"['Everyday', 'Americans', 'reflect', 'Romney', 'attempt', 'hide', 'real', 'position', 'http']",Everyday Americans reflect on Romney 's attempt to hide his real positions http t.co/7DOeIp64
561,<e>Romney-Ryan</e> ticket hits <a><e>Obama</e> administration </a>on Ohio made tanks (Video) http://t.co/340kDCHK,113,"['ticket', 'hit', 'Obama', 'administration', 'Ohio', 'make', 'tank', 'Video', 'http']",Romney-Ryan ticket hits Obama administration on Ohio made tanks Video http t.co/340kDCHK
562,So <e>Romney's</e> up 13 in a state <e>Obama </e>won in 2008. #Indiana #JustSaying,82,"['Romney', 'state', 'Obama', 'Indiana', 'JustSaying']",So Romney 's up 13 in a state Obama won in 2008 Indiana JustSaying
563,I seen Ryan <e>Romney </e>in so <a>many peoples yard.</a>> Smh..no more food stamps.,84,"['see', 'Ryan', 'Romney', 'many', 'people', 'yard', 'food', 'stamp']",I seen Ryan Romney in so many peoples yard Smh..no more food stamps
564,"If were to actually vote this year, I <a>wouldn't vote </a>for <e>Romney</e>... He's an asshole #nuffsaid âœŒ",109,"['actually', 'vote', 'year', 'would', 'vote', 'Romney', 'asshole', 'nuffsaid', 'âœŒ']",If were to actually vote this year I would n't vote for Romney He 's an asshole nuffsaid âœŒ
565,Polls show <e>Obama</e> is <a>taking the lead</a> over <e>Romney</e> among early voters,87,"['Polls', 'show', 'Obama', 'take', 'lead', 'Romney', 'among', 'early', 'voters']",Polls show Obama is taking the lead over Romney among early voters
566,<e>Obama</e> Campaign Attacks Gallup ~> 2nd Time ~> Gallup Has <e>Romney</e> Ahead ~> More <a>Lawsuits to Follow</a>... ???  http://t.co/FnXzKpDE,145,"['Obama', 'Campaign', 'Attacks', 'Gallup', 'Time', 'Gallup', 'Romney', 'Ahead', 'Lawsuits', 'Follow', 'http']",Obama Campaign Attacks Gallup 2nd Time Gallup Has Romney Ahead More Lawsuits to Follow http t.co/FnXzKpDE
567,The Morning Plum: <e>Romney</e>€™s <a> percentâ€™ problem</a> just wonâ€™t go away http://t.co/UVta7vxg,103,"['Morning', 'Plum', 'problem', 'go', 'away', 'http']",The Morning Plum Romney€™s percentâ€™ problem just wonâ€™t go away http t.co/UVta7vxg
568,"At least he has a <a>jobs plan</a>, can't say that for #<e>Romney</e>  lol â€œ@EveryOneDoesIt_: #FightForJobs #Legalize http://t.co/AE8W8rkpâ€",143,"['least', 'job', 'plan', 'ca', 'say', 'Romney', 'lol', 'EveryOneDoesIt', 'FightForJobs', 'Legalize', 'http']",At least he has a jobs plan ca n't say that for Romney lol â€œ EveryOneDoesIt FightForJobs Legalize http t.co/AE8W8rkpâ€
569,<a>Ohio Now Up for Grabs </a>as <e>Romney </e>Closes the Gap http://t.co/0jgWI9Bt via @po_st,92,"['Ohio', 'Grabs', 'Romney', 'Closes', 'Gap', 'http', 'via', 'po_st']",Ohio Now Up for Grabs as Romney Closes the Gap http t.co/0jgWI9Bt via po_st
570,"While @<e>BarackObama</e> showed his <a>attack ad against <e>Mitt Romney</e>, it mentioned he<a> went to Harvard Business & </a> Wow, I'm even more impressed",157,"['BarackObama', 'show', 'attack', 'ad', 'Mitt', 'Romney', 'mention', 'go', 'Harvard', 'Business', 'Wow', 'even', 'impress']",While BarackObama showed his attack ad against Mitt Romney it mentioned he went to Harvard Business Wow I 'm even more impressed
571,Stephen Colbert steps out of character to assess<e> Romney</e> on â€˜<a>Meet the Pressâ€™<a> (VIDEO) | The Ticket -http://t.co/GAn3qoNB via @YahooNews,150,"['Stephen', 'Colbert', 'step', 'character', 'assess', 'Romney', 'VIDEO', 'Ticket', 'http', 'via', 'YahooNews']",Stephen Colbert steps out of character to assess Romney on â€˜Meet the Pressâ€™ VIDEO The Ticket http t.co/GAn3qoNB via YahooNews
572,<e>Romney </e>is that nigga,27,"['Romney', 'nigga']",Romney is that nigga
573,"""<e>President <e>> and Mitt Romney</e> have arrived at Hofstra University in Hempstead, NY, for <a>tonight's presidential debate.</a>"" -- CNN",141,"['President', 'Mitt', 'Romney', 'arrive', 'Hofstra', 'University', 'Hempstead', 'NY', 'tonight', 'presidential', 'debate', 'CNN']",President and Mitt Romney have arrived at Hofstra University in Hempstead NY for tonight 's presidential debate CNN
574,"<e> Romney<e>, Obama</e> campaigns concerned about <a>Crowleyâ€™s role as moderator </a>| The Ticket - Yahoo! News http://t.co/Jf1CLNXk via @YahooNews",150,"['Romney', 'Obama', 'campaign', 'concern', 'role', 'moderator', 'Ticket', 'Yahoo', 'News', 'http', 'via', 'YahooNews']",Romney Obama campaigns concerned about Crowleyâ€™s role as moderator The Ticket Yahoo News http t.co/Jf1CLNXk via YahooNews
575,"#ObamaDebateTips Just repeat everything <e>Romney</e> says in a <a>sarcastic</a>, nasally voice.",96,"['ObamaDebateTips', 'repeat', 'everything', 'Romney', 'say', 'sarcastic', 'nasally', 'voice']",ObamaDebateTips Just repeat everything Romney says in a sarcastic nasally voice
576,"My <a>advice to <e>Mitt Romney</e>. ""Swing Away!!"" #mitt2012 #debate2012",72,"['advice', 'Mitt', 'Romney', 'Swing', 'Away']",My advice to Mitt Romney Swing Away mitt2012 debate2012
577,"SPIDER JERUSALEM 2012 â€œ@EFF <e>Obama/Romney </e><a>campaigns data mining personal info of voter</a> ""at a scale nvr b4 imagined."" https://t.co/QLqFFDYgâ€",156,"['SPIDER', 'JERUSALEM', 'EFF', 'campaign', 'data', 'mine', 'personal', 'info', 'voter', 'scale', 'nvr', 'imagine', 'https']",SPIDER JERUSALEM 2012 â€œ EFF Obama/Romney campaigns data mining personal info of voter at a scale nvr b4 imagined https t.co/QLqFFDYgâ€
578,I swear that the <e>Mitt Romney<e> <a>standee over there </a> staring at me.,76,"['swear', 'Mitt', 'Romney', 'standee', 'star']",I swear that the Mitt Romney standee over there staring at me
579,"While <e>Romney & Ryan</e> are themselves in the debates, <e>Obama & Bidden</e> can't <a>afford to be themselves</a>",116,"['Romney', 'Ryan', 'debate', 'Obama', 'Bidden', 'ca', 'afford']",While Romney Ryan are themselves in the debates Obama Bidden ca n't afford to be themselves
580,<e>Romney</e><a> adviser dismisses capping bank size</a>: NEW YORK (Reuters) - A top adviser to presidential candidate Mitt Ro... http://t.co/twCWHtXV,150,"['Romney', 'adviser', 'dismiss', 'cap', 'bank', 'size', 'NEW', 'YORK', 'Reuters', 'top', 'adviser', 'presidential', 'candidate', 'Mitt', 'Ro', 'http']",Romney adviser dismisses capping bank size NEW YORK Reuters A top adviser to presidential candidate Mitt Ro http t.co/twCWHtXV
581,"<e>Romney</e> can't even name 3 ramen noodle flavors, he don't know the <a>struggle.</a>",88,"['Romney', 'ca', 'even', 'name', 'ramen', 'noodle', 'flavor', 'know', 'struggle']",Romney ca n't even name 3 ramen noodle flavors he do n't know the struggle
582,Poll: <e>Romney</e> Has <a>Large Lead In Rural Swing Counties</a> http://t.co/Ng0Y1dch,86,"['Poll', 'Romney', 'Large', 'Lead', 'Rural', 'Swing', 'Counties', 'http']",Poll Romney Has Large Lead In Rural Swing Counties http t.co/Ng0Y1dch
583,COMMENT: Join the<a> Point/Counterpoint debate</a> â€“> <e>Obama (http://t.co/eW4XasRU)  vs. <e>romney (http://t.co/91AptEWF)</e>,129,"['COMMENT', 'Join', 'debate', 'Obama', 'http', 'vs', 'romney', 'http']",COMMENT Join the Point/Counterpoint debate â€ “ Obama http t.co/eW4XasRU vs romney http t.co/91AptEWF
584,"Lool ""@Shenenehh: <E>Mitt Romney</E> <a>look like the kid</a> who used to remind the teacher about the homework that was due.""",126,"['Lool', 'Shenenehh', 'Mitt', 'Romney', 'look', 'like', 'kid', 'use', 'remind', 'teacher', 'homework', 'due']",Lool Shenenehh Mitt Romney look like the kid who used to remind the teacher about the homework that was due
585,@SebOrSam @sarcasticsimba The only reason Iâ€™m voting for Obama is because I hate Romney. I donâ€™t like Obama either. :/,122,"['SebOrSam', 'sarcasticsimba', 'reason', 'vote', 'Obama', 'hate', 'Romney', 'like', 'Obama', 'either']",SebOrSam sarcasticsimba The only reason Iâ€™m voting for Obama is because I hate Romney I donâ€™t like Obama either
586,"UPI has <e>Romney</e><a> leading by </a>3. Gallup and PPP by 4. Gallup/USA Today in swing states by 5. Whatever the #, it's trending away from <e>Obama.</e>",156,"['UPI', 'Romney', 'lead', 'Gallup', 'PPP', 'Today', 'swing', 'state', 'Whatever', 'trend', 'away', 'Obama']",UPI has Romney leading by 3 Gallup and PPP by 4 Gallup/USA Today in swing states by 5 Whatever the it 's trending away from Obama
587,The<e> President (and Romney)</e> will be <a>debating</a> only a few miles from here. Like maybe a 20min drive. Woah. #cool #presidentialdebate #hofstra,152,"['President', 'Romney', 'debate', 'miles', 'Like', 'maybe', 'drive', 'Woah', 'cool', 'presidentialdebate', 'hofstra']",The President and Romney will be debating only a few miles from here Like maybe a 20min drive Woah cool presidentialdebate hofstra
588,<e>Obama</e> Revelation of <e>Romney</e> as <a> phony capitalist.</a> http://t.co/A1lhWRnx,90,"['Obama', 'Revelation', 'Romney', 'phony', 'capitalist', 'http']",Obama Revelation of Romney as phony capitalist http t.co/A1lhWRnx
589,The Final Presidential Debates:<e> Obama </e>v <e>Romney</e> - RAP NEWS 16: http://t.co/qXYMkr3l #lulz #US | Donate to @JuiceRapNews for more epic content,154,"['Final', 'Presidential', 'Debates', 'Obama', 'v', 'Romney', 'RAP', 'NEWS', 'http', 'lulz', 'US', 'Donate', 'JuiceRapNews', 'epic', 'content']",The Final Presidential Debates Obama v Romney RAP NEWS 16 http t.co/qXYMkr3l lulz US Donate to JuiceRapNews for more epic content
590,Ann <e>Romney </e>at Etown today... Oh cool. I'm playing basketball instead #rebel,82,"['Ann', 'Romney', 'Etown', 'today', 'Oh', 'cool', 'play', 'basketball', 'instead', 'rebel']",Ann Romney at Etown today Oh cool I 'm playing basketball instead rebel
591,<e>Barack Obama </e>vs<e> Mitt Romney</e>. <a>Epic Rap Battles Of History </a>Season 2.: http://t.co/kfo7mkZQ via @youtube,122,"['Barack', 'Obama', 'vs', 'Mitt', 'Romney', 'Epic', 'Rap', 'Battles', 'History', 'Season', 'http', 'via', 'youtube']",Barack Obama vs Mitt Romney Epic Rap Battles Of History Season 2 http t.co/kfo7mkZQ via youtube
592,<e>Romney's </e>Two Biggest<a> Donors Record Net Worth</a> Gains Before Presidential Debate: Hours before the man they're backing for the White Hou...,150,"['Romney', 'Two', 'Biggest', 'Donors', 'Record', 'Net', 'Worth', 'Gains', 'Presidential', 'Debate', 'Hours', 'man', 'back', 'White', 'Hou']",Romney 's Two Biggest Donors Record Net Worth Gains Before Presidential Debate Hours before the man they 're backing for the White Hou
593,Now you know why <e>Romney </e>picked him. They one and the same. <a>birds of a feather! Duplicitous liars!</a>,111,"['know', 'Romney', 'pick', 'one', 'bird', 'feather', 'Duplicitous', 'liars']",Now you know why Romney picked him They one and the same birds of a feather Duplicitous liars
594,@piersmorgan @Burstowl<e> Romney! </e>time to<a> give this Country an enema!</a>,80,"['piersmorgan', 'Burstowl', 'Romney', 'time', 'give', 'Country', 'enema']",piersmorgan Burstowl Romney time to give this Country an enema
595,I liked a @YouTube video http://t.co/z5Vo7alj <e>Barack Obama </e>vs <e>Mitt Romney.</e><a> Epic Rap Battles Of History</a> Season 2.,133,"['like', 'YouTube', 'video', 'http', 'Barack', 'Obama', 'vs', 'Mitt', 'Romney', 'Epic', 'Rap', 'Battles', 'History', 'Season']",I liked a YouTube video http t.co/z5Vo7alj Barack Obama vs Mitt Romney Epic Rap Battles Of History Season 2
596,@WETHEPEOPLETAR @TIMEMoneyland  Saw a cartoon that explained it perfectly. It was a<a> picture of Ben behind a printing press. </a>Vote for  <e>romney</e>,154,"['WETHEPEOPLETAR', 'TIMEMoneyland', 'Saw', 'cartoon', 'explain', 'perfectly', 'picture', 'Ben', 'behind', 'print', 'press', 'Vote', 'romney']",WETHEPEOPLETAR TIMEMoneyland Saw a cartoon that explained it perfectly It was a picture of Ben behind a printing press Vote for romney
597,How<e> Mitt Romney</e> Will <a>put Walmart in the White House</a> http://t.co/60x6pbnt via @sharethis,101,"['Mitt', 'Romney', 'put', 'Walmart', 'White', 'House', 'http', 'via', 'sharethis']",How Mitt Romney Will put Walmart in the White House http t.co/60x6pbnt via sharethis
598,<e> Barack Obama</e> vs <e>Mitt Romney</e>. <a>Epic Rap Battles Of History</a> Season 2.: http://t.co/2wMNxAsW via @youtube,123,"['Barack', 'Obama', 'vs', 'Mitt', 'Romney', 'Epic', 'Rap', 'Battles', 'History', 'Season', 'http', 'via', 'youtube']",Barack Obama vs Mitt Romney Epic Rap Battles Of History Season 2 http t.co/2wMNxAsW via youtube
599,Breaking: <a>Billy Graham Endorses</a><e> Romney</e> Then Scrubs Site Calling Mormonism A 'Cult' http://t.co/5o4zEtLG via @gaycivilrights,137,"['Breaking', 'Billy', 'Graham', 'Endorses', 'Romney', 'Scrubs', 'Site', 'Calling', 'Mormonism', 'http', 'via', 'gaycivilrights']",Breaking Billy Graham Endorses Romney Then Scrubs Site Calling Mormonism A 'Cult http t.co/5o4zEtLG via gaycivilrights
600,"Yes, <e> Romney</e>, You CAN Die from<A> Lack of Health Insurance</A>http://t.co/NcbKrrGk",89,"['Yes', 'Romney', 'Die', 'Lack', 'Health', 'Insurancehttp']",Yes Romney You CAN Die from Lack of Health Insurancehttp t.co/NcbKrrGk
601,Latino Vote Poll Reveals Bad News For <e>Romney </e>In Key Swing States: Wanted:<a> party faithful and the newly converted.</a>.. http://t.co/nlIBfjuD,150,"['Latino', 'Vote', 'Poll', 'Reveals', 'Bad', 'News', 'Romney', 'Key', 'Swing', 'States', 'Wanted', 'party', 'faithful', 'newly', 'convert', 'http']",Latino Vote Poll Reveals Bad News For Romney In Key Swing States Wanted party faithful and the newly converted http t.co/nlIBfjuD
602,<e>Romney</e><a> draws even with</a><e> Obama:</e> Maybe Mitt Romney's campaign team isn't so bad after all. After months of criticis... http://t.co/UJWCDqfO,157,"['Romney', 'draw', 'even', 'Obama', 'Maybe', 'Mitt', 'Romney', 'campaign', 'team', 'bad', 'months', 'criticis', 'http']",Romney draws even with Obama Maybe Mitt Romney 's campaign team is n't so bad after all After months of criticis http t.co/UJWCDqfO
603,"Why <e>@MittRomney</e> won't talk to #<a>SENSATA Workers:</a> Mitt will be making $450,000 a week for shipping jobs to #China http://t.co/iRUsZclH",146,"['MittRomney', 'wo', 'talk', 'SENSATA', 'Workers', 'Mitt', 'make', 'week', 'ship', 'job', 'China', 'http']","Why MittRomney wo n't talk to SENSATA Workers Mitt will be making 450,000 a week for shipping jobs to China http t.co/iRUsZclH"
604,The <a>Rematch!!!</a> <e>Obama vs <e>Romney. </e>3hrs 2 go,58,"['Rematch', 'Obama', 'vs', 'Romney', 'go']",The Rematch Obama vs Romney 3hrs 2 go
605,<a> Religious Ohioans warm </a>to<e> Romney. </e>http://t.co/DvmjYIkv,69,"['Religious', 'Ohioans', 'warm', 'Romney', 'http']",Religious Ohioans warm to Romney http t.co/DvmjYIkv
606,RT: @pierre Those who don't like #<e>Obama</e> policies want us to vote for a #<e>Romney</e> ticket that <a>denies the existence of #math </a><-- Amazing,153,"['RT', 'pierre', 'like', 'Obama', 'policies', 'want', 'us', 'vote', 'Romney', 'ticket', 'deny', 'existence', 'math', 'Amazing']",RT pierre Those who do n't like Obama policies want us to vote for a Romney ticket that denies the existence of math Amazing
607,<e>Romney</e> campaign <a>responds to Ryan </a>photo op - http://t.co/0jKDPQCX http://t.co/hrqLlnEo,99,"['Romney', 'campaign', 'respond', 'Ryan', 'photo', 'op', 'http', 'http']",Romney campaign responds to Ryan photo op http t.co/0jKDPQCX http t.co/hrqLlnEo
608,<e>Romney</e> Has No Real <a>Jobs Plan</a> http://t.co/DNUvgt3J via @CAPCongress,80,"['Romney', 'Real', 'Jobs', 'Plan', 'http', 'via', 'CAPCongress']",Romney Has No Real Jobs Plan http t.co/DNUvgt3J via CAPCongress
609,<e> Romney</e> is one of THE worst possible <a>candidates for presidency.</a>>,78,"['Romney', 'one', 'worst', 'possible', 'candidates', 'presidency']",Romney is one of THE worst possible candidates for presidency
610,It doesn't make sense to Paul Ryan to discuss <e>Mit Romney's</e><a> tax plan before he takes office</a>.,105,"['make', 'sense', 'Paul', 'Ryan', 'discuss', 'Mit', 'Romney', 'tax', 'plan', 'take', 'office']",It does n't make sense to Paul Ryan to discuss Mit Romney 's tax plan before he takes office
611,Still <a>Voting</a>> For '<e>Mitt Romney'</e>? ShiteHead4President http://t.co/1wMk6iCA via @youtube,100,"['Still', 'Voting', 'Romney', 'http', 'via', 'youtube']",Still Voting For 'Mitt Romney ShiteHead4President http t.co/1wMk6iCA via youtube
612,"I cringe when I hear the <a>political advertisement speaker saying</a>> ""<e>Mitt Romney</e> is the President we need."" Vote <e>obama</e> on November 6th!",153,"['cringe', 'hear', 'political', 'advertisement', 'speaker', 'say', 'Mitt', 'Romney', 'President', 'need', 'Vote', 'obama', 'November']",I cringe when I hear the political advertisement speaker saying Mitt Romney is the President we need Vote obama on November 6th
